Primary key,document_id,pdf_url,original_pdf_link,experiment,question_short_name,answer,quote_1,quote_2,quote_3,quote_4,quote_5,absence_of_evidence,page_num_1,page_num_2,page_num_3,page_num_4,page_num_5,batch,classification_2,classification_1,Adherence test or train group,Prompt 1 result,Results from Prompt 1,Explicitly discusses adherence,# important quotes not from text,Are quotes enough?,Gold standard is just the quote?,Results from Prompt 2,Prompt 2 result,Collected for,explanation,notes,no_answer,direct_answer,split,need_figures,user,What analysis is the final n for?,What analysis is the final n for? quote_1,Thoughts on alternate answers,need outcome to define answer?,Study has multiple final ns,instructions_link,quote_6,quote_7,quote_8,quote_9,participant_flow_figures,"Flow diagram show clean split to arms, then same stages for each arm, and experiments are listed separately?",experiments_count,arms_count,CONSORT compliance of flow diagram,CONSORT compliance notes,done (EFD),EFD notes
189,routledge-2006.pdf,https://github.com/brachbach/host-files/raw/main/routledge-2006.pdf,https://europepmc.org/articles/pmc1860755?pdf=render,"Sulphur dioxide exposure, carbon particle exposure",per_protocol_proportion,"All 40 participants received treatment as intended and were included in the analysis. Criteria for treatment was exposure to air, SO2, and carbon particles.","Twenty patients with stable angina, multivessel coronary artery disease, and good left ventricular function (ejection fraction . 40%) were recruited from the waiting list for coronary artery bypass grafting. Medication was unchanged through the study period. Twenty healthy volunteers of a similar age were recruited from a local family practice.",Table 2 Heart rate variability (HRV) and baroreflex sensitivity (BRS) for 20 healthy volunteers before and after exposures to air and pollutants,Table 3 HRV and BRS for 20 patients with coronary artery disease before and after exposures to air and pollutants,"Placebo controlled, double blind, random order human challenge study examining the effects of carbon particles (50 mg/m3) and SO2 (200 parts per billion (ppb)) on heart rate variability (HRV) and circulating markers of inflammation and coagulation in healthy volunteers and patients with stable angina.",,,221,222,222.0,220.0,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
167,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,praziquantel,per_protocol_proportion,"There was no per-protocol analysis, only intention-to-treat.","As we discuss in Section 4, we also use a standard intention-to-treat (ITT) estimation strategy, in which pupils are assigned the treatment status of the school in which they were initially enrolled in early 1998 even if they later switched schools, to address potential transfer bias.",,,,,,169,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
129,matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/matangila-2015.pdf,https://github.com/brachbach/host-files/raw/main/j.ijantimicag.2016.11.017.pdf,Sulfadoxine/pyrimethamine and piperaquine treatment,per_protocol_proportion,"125/202 participants that received the sulfadoxine/pyrimethamine and piperaquine treatment were included in the per-protocol analysis. The excluded participants were ""children with missing data and those who were not treated according to the randomisation.""",Data were analysed by modified intention-totreat (mITT) and per-protocol.,"A total of 616 children aged 4–13 years were enrolled in the trial, of which 410 (66.6%) were examined in the post-intervention survey at 12 months (Table 1; Fig. 1). The number of children lost to follow-up was similar in the SP/PQ, SP and control [72/202 (35.6%), 65/202 (32.2%) and 69/212 (32.5%), respectively]. The main reasons included change of school, outmigration and dropout of school. Participants lost to follow-up had similar baseline characteristics to children included in the mITT and PP analyses (Table 1). The Little’s test suggested a missing completely at random (MCAR) mechanism (P = 1.0). Fig. 1 shows the trial profile. A total of 410 children were included in the mITT analysis, whereas 389 children were included in the PP analysis (Table 1).","Data were analysed perprotocol (PP) excluding children with missing data and those who were not treated according to the randomisation, and as modified intention-to-treat (mITT) in which eligible randomised schoolchildren participated in at least two study interventions and were present at the post-treatment survey.",Included in the PP analysis (n = 389) SP/PQ No. (%) of children (grades 1–5) 125 (34.4),All enrolled children (n = 616) SP/PQ No. (%) of children (grades 1–5) 202 (32.8),,3,3,3.0,3.0,3.0,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
210,vittengl-2009.pdf,https://github.com/brachbach/host-files/raw/main/vittengl-2009.pdf,https://europepmc.org/articles/pmc3785229?pdf=render,Continuation-Phase Cognitive Therapy,per_protocol_proportion,"There is no explicit mention of per-protocol analysis. However, the recovery was assessed using weekly psychiatric status ratings (PSR) of DSM-IV.","Relative to controls, a few more patients in C-CT remitted (88% vs. 97%) and significantly more recovered (62% vs. 84%). All patients without remission and recovery relapsed, but most patients who remitted (60%) and who recovered  (75%) did not later relapse or recur.","As defined a priori by Jarrett et al. (2001), weekly psychiatric status ratings (PSR) of DSM-IV MDD (on a 1-6 scale) defined remission and recovery, respectively, as ≥ 6 and ≥ 35 continuous weeks of PSR of 1 (no symptoms) or 2 (one or two mild symptoms); and relapse and recurrence as ≥ 2 weeks of PSR of 5 (meets MDD criteria) or 6 (meets MDD criteria with severe impairment and/or psychosis) before and after, respectively, meeting criteria for recovery. Other researchers have also used these PSR cutoffs (e.g., Shea et al., 1992).",,,,,3,3,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
12,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,job application workshop,per_protocol_proportion,"There was no per-protocol analysis, only intent-to-treat.","Thus, our estimates measure the intent-to-treat impacts of the interventions.",,,,,,10,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
153,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,albendazole,per_protocol_proportion,"There was no per-protocol analysis, only intent-to-treat.","As we discuss in Section 4, we also use a standard intention-to-treat (ITT) estimation strategy, in which pupils are assigned the treatment status of the school in which they were initially enrolled in early 1998 even if they later switched schools, to address potential transfer bias.",,,,,,169,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
217,vuuren-cherney-2014.pdf,https://github.com/brachbach/host-files/raw/main/vuuren-cherney-2014.pdf,https://europepmc.org/articles/pmc4415876?pdf=render,virtual therapist (VT),per_protocol_proportion,There is no explicit mention of the type of analysis conducted. All participants were included in the results.,"Of the eight participants, six learned faster in the high cue condition. Indeed, gains supported findings from a post-treatment survey reported in [17] where 6 of 8 participants said they liked high cue treatment better.",Eight participants were recruited and randomized to receive intensive computer-based script training differing in the amount of high or low cuing provided during treatment.,,,,,6,Eight participants were recruited and randomized to receive intensive computer-based script training differing in the amount of high or low cuing provided during treatment.,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
25,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,transport subsidy,per_protocol_proportion,"There was no per-protocol analysis, only intent-to-treat.","Thus, our estimates measure the intent-to-treat impacts of the interventions.",,,,,,10,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
40,awasthi-2013.pdf,https://github.com/brachbach/host-files/raw/main/awasthi-2013.pdf,https://github.com/brachbach/host-files/raw/main/S0140-6736%252812%252962125-4%20(1).pdf,6-monthly vitamin A supplementation with retinol for pre-school children,per_protocol_proportion,There was no per-protocol analysis (intent-to-treat only),"Mortality analyses calculated for each block the mean number of child deaths recorded per study AWC and the mean number of infant deaths recorded per study AWC. Analyses of eff ects on child mortality (refl ecting the cluster-randomised design) then regressed child deaths per AWC (72 values, one per block) on retinol allocation (0/1), with simultaneous adjustment for albendazole allocation (also 0/1), an interaction term (±1, included only in simultaneous analyses of both treatments) and infant deaths per AWC (an important explanatory factor that cannot have been materially aff ected by trial treatment and varied two-fold between blocks).",,,,,,1471,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
77,deutschmann-2019.pdf,https://github.com/brachbach/host-files/raw/main/deutschmann-2019.pdf,https://conference.nber.org/conf_papers/f116692.pdf,1AF small farmer program,per_protocol_proportion,"There was no per-protocol analysis, only intent-to-treat.","1AF informed farmers that half of them would be randomly assigned to treatment, while the other half would receive an alternative compensation package (household goods and a discount for 1AF participation the following season amounting to roughly 20% of the typical program cost). Randomization was conducted by public lottery, and all farmers enrolled in the study also received 10,000 Ksh in funeral insurance coverage, regardless of treatment status.","The data collection for this experiment was directly managed by 1AF. To increase confidence in the process, they contracted with the International Initiative for Impact Evaluation (3ie) to help design and review all parts of the trial—including the experimental design, the field protocols, sampling and randomization, as well as the data collection instruments (Dubey and Yegbemey, 2017). 3ie concluded that the randomization was conducted successfully, and noted that 1AF staff showed high levels of professionalism in conducting the randomization.",,,,,6,7,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
91,dicko-2008.pdf,https://github.com/brachbach/host-files/raw/main/dicko-2008.pdf,https://malariajournal.biomedcentral.com/track/pdf/10.1186/1475-2875-7-123.pdf,intermittent preventive treatment with sulphadoxine-pyrimethamine,per_protocol_proportion,"There was no per-protocol analysis, only intent-to-treat.",Intention to treat analysis was used.,,,,,,2,,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
33,agberotimi-2021.pdf,https://github.com/brachbach/host-files/raw/main/agberotimi-2021.pdf,https://www.ajol.info/index.php/rejhs/article/download/210152/198114,meaning-centred therapy (MCT),per_protocol_proportion,"Per-protocol analysis is not explicitly mentioned, but there is no mention of any participants not being counted as treated.","Nineteen (19) individuals comprising of 16 males and 3 females, with an age range between 18 and 24 years (M= 22.05, S.D. = 2.14) purposively selected were randomly assigned to the study groups, with 10 individuals in the treatment group, and 9 individuals in the control group.","The result in Table 1 showed that there was no significant difference in the substance use disorder symptoms reported by participants in the treatment group (5.44) and control group (5.54) at the pre-test [t(17) = -0.31, p = 0.76].",,,,,267,268,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
68,cheng-2020.pdf,https://github.com/brachbach/host-files/raw/main/cheng-2020.pdf,https://insightsimaging.springeropen.com/track/pdf/10.1186/s13244-020-00932-0,AI-based medical image learning system,per_protocol_proportion,The analysis was conducted per-protocol. Only 30 out of 34 students completed the study and the data only includes 30 participants.,"The study enrolled 34 medical students within the range of 22–32 years old who were randomly divided into the AIL and CL groups. Tree of the students dropped out because they could not adhere to the evaluation schedule, and one could not complete the course. Therefore, a total  of 30 students completed this study.",Table 1,,,,,2,2,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
181,nyqvist-218.pdf,https://github.com/brachbach/host-files/raw/main/nyqvist-218.pdf,https://www.jakobsvensson.com/uploads/9/9/1/0/99107788/aejapp-2018.pdf,door-to-door mobile Community Health Promoters,per_protocol_proportion,No per-protocol analysis was mentioned.,The final sample for the trial thus consisted of 214 clusters (115 treatment and 99 control) in 12 branches/zones (10 districts).,At least one CHP was assigned to each cluster in the treatment group.11 No CHP was assigned to the control clusters.,,,,,11,11,,,,16 June Surge,,,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
